product_id,product_type,product_name,attrs_indexes_dict,battery_type,color,compatible_card,designed_for,display_type,features,graphic_memory,lens_cap_type,lens_mount,lens_type,memory_technology,mount_type,number_of_cores,operating_system,os_architecture,ports,prime_zoom,processor_brand,processor_generation,processor_name,processor_type,ram,sensor_type,shape,ssd_capacity,storage_type,system_memory,system_memory_type,type,video_quality,video_resolution
7353425,laptop,"Lenovo ThinkPad L380 13.3-inch Laptop (8th Gen Core i3-8130U/8GB/Windows 10 Pro/Integrated Graphics), Black","{u'operating_system': (65, 72), u'processor_generation': (39, 46), u'color': (102, 107), u'system_memory': (61, 64), u'processor_name': (52, 54), u'type': (31, 37)}",,Black,,,,,,,,,,,,Windows 10,,,,Intel,8th Gen,Core i3,,,,,,,8 GB,DDR4,Laptop,,
94223633,laptop,"Lenovo Ideapad 130 81H70062IN 15.6-inch Laptop (6th Gen Core i3-6006U/4GB/1TB/Windows 10/Integrated Graphics), Black","{u'operating_system': (78, 85), u'processor_generation': (48, 55), u'color': (111, 116), u'system_memory': (70, 73), u'processor_name': (61, 63), u'type': (40, 46)}",,Black,,,,,,,,,,,,Windows 10,,,,Intel,6th Gen,Core i3,,,,,,,4 GB,DDR4,Laptop,,
119076955,laptop,Lenovo ThinkPad E450 (20DD0012IG) 14-inch LED Laptop (Intel Core i3 5005U 2 GHz/4GB/500GB+8GB HYBRID HDD),"{u'processor_name': (65, 67), u'processor_brand': (54, 59), u'system_memory': (80, 83), u'type': (42, 45), u'storage_type': (101, 104)}",,,,,,,,,,,,,,Windows 8,,,,Intel,,Core i3,,,,,,HDD,8 GB,DDR3,Laptop,,
20723141,laptop,"Dell Inspiron 62MFT 15.5-inch Laptop (6th Gen i3-6006U/4GB/1TB/Windows 10 Home/Integrated Graphics), Black","{u'operating_system': (63, 70), u'processor_generation': (38, 45), u'color': (101, 106), u'system_memory': (55, 58), u'processor_name': (46, 48), u'type': (30, 36)}",,Black,,,,,,,,,,,,Windows 10,,,,Intel,6th Gen,Core i3,,,,,,,4 GB,DDR4,Laptop,,
128988637,laptop,"Dell Inspiron 7380-Clamshell 2018 13.3-inch Laptop (Core i7/8GB/512GB SSD/Windows 10/Integrated Graphics), Silver","{u'color': (107, 113), u'processor_name': (52, 59), u'system_memory': (60, 63), u'operating_system': (74, 81), u'type': (70, 73)}",,Silver,,,,,,,,,,,,Windows 10,,,,Intel,,Core i7,,,,,,,8 GB,DDR4,SSD,,
8009395,laptop,"Lenovo G50-80 80E5021EIN 15.6-inch Laptop (Core i5-5200U/4GB/1TB/DOS/Integrated Graphics), Black","{u'color': (91, 96), u'processor_name': (48, 50), u'system_memory': (57, 60), u'operating_system': (65, 68), u'type': (35, 41)}",,Black,,,,,,,,,,,,Free DOS,,,,Intel,,Core i5,,,,,,,4 GB,DDR3,Laptop,,
70531027,laptop,"Acer Swift 3 SF314-52 14-inch FHD Thin and Light Laptop (Core i5-8250U/4GB/256GB SSD/Windows 10/Intel UHD Graphics 620), Silver","{u'operating_system': (85, 92), u'color': (121, 127), u'system_memory': (71, 74), u'processor_name': (62, 64), u'processor_brand': (96, 101), u'type': (81, 84)}",,Silver,,,,,,,,,,,,Windows 10,,,,Intel,,Core i5,,,,,,,4 GB,DDR4,UHD,,
81896344,laptop,"Acer Swift 3 SF314-52 14-inch Laptop (7th Gen i3/4GB/256GB/Linux/Integrated Graphics), Silver","{u'operating_system': (59, 64), u'processor_generation': (38, 45), u'color': (87, 93), u'system_memory': (49, 52), u'processor_name': (46, 48), u'type': (30, 36)}",,Silver,,,,,,,,,,,,Linux,,,,Intel,7th Gen,Core i3,,,,,,,4 GB,DDR4,Laptop,,
7898956,laptop,Lenovo IdeaPad 520-15IKB 80YL00RXIN 15.6-inch Laptop (7th Gen Core i7-7500U/8GB/1TB/Windows 10/4GB Graphics),"{u'processor_name': (62, 69), u'system_memory': (95, 98), u'operating_system': (84, 91), u'type': (46, 52), u'processor_generation': (54, 61)}",,,,,,,,,,,,,,Windows 10,,,,Intel,7th Gen,Core i7,,,,,,,8 GB,DDR4,Laptop,,
96746194,laptop,"Lenovo V110-15AST 80TD0001US 15.6-inch Laptop with A6 Processor 4 GB RAM, 500 GB Hard Drive Size, 10P, Windows 10","{u'ssd_capacity': (74, 80), u'system_memory': (64, 68), u'operating_system': (103, 110), u'type': (54, 63)}",,,,,,,,,,,,,,Windows 10,,,,,,,,,,,500 GB,,4 GB,DDR4,Laptop,,
103387058,laptop,HP 15 Core i3 7th Gen Touchscreen Laptop (4GB/1TB HDD/Win 10/MS Office) 15-ds0043tu & X3500 Wireless Mouse  --  laptop + wireless mouse,"{u'processor_name': (11, 13), u'system_memory': (42, 45), u'type': (64, 70), u'processor_generation': (14, 21), u'storage_type': (50, 53)}",,,,,,,,,,,,,,Windows 10,,,,Intel (extracted from unorganised specs),7th Gen,Core i3,,,,,,HDD,4 GB,DDR4,Wireless,,
74071083,laptop,HP 250 G7 15.6 inch Laptop (Core i3-7th Gen/4GB RAM/1TB HDD/WINDOWS10/DVD) (Black),"{u'processor_generation': (36, 43), u'color': (76, 81), u'system_memory': (44, 47), u'storage_type': (56, 59), u'processor_name': (33, 35), u'type': (70, 73)}",,Black,,,,,,,,,,,,Windows,,,,Intel,7th Gen,Core i3,,,,,,HDD,4 GB,,Laptop,,
70532330,laptop,"Champion Champ Air C114 (Intel Atom X5 Z8350/ 2 GB / 32 GB / 14.1"" LED/ Windows 10/ integrated Graphics) Silver","{u'ssd_capacity': (53, 58), u'operating_system': (72, 79), u'color': (105, 111), u'system_memory': (46, 50), u'processor_name': (31, 35), u'processor_brand': (25, 30), u'type': (67, 70)}",,Silver,,,,,,,,,,,,Windows 10,,,,Intel,,Atom,,,,,32 GB,,2 GB,DDR3,LED,,
124141071,laptop,"DELL Inspiron 7391 13.3-inch Laptop (10th Gen Core i7-10510U/16GB/512GB SSD/Windows 10/Intel HD Graphics), Black","{u'operating_system': (76, 83), u'processor_generation': (37, 45), u'color': (107, 112), u'system_memory': (61, 65), u'processor_name': (46, 53), u'processor_brand': (87, 92), u'type': (93, 95)}",,Black,,,,,,,,,,,,Windows 10,,,,Intel,10th Gen,Core i7,,,,,,,16 GB,DDR4,SSD,,
25837206,laptop,Dell Inspiron 5570 15.6-inch FHD Laptop (Core i5 8th gen - 8250U / 20 GB 4GB 2400MHz DDR4+16GB Intel Optane Memory)- Silver,"{u'ssd_capacity': (67, 72), u'processor_generation': (49, 56), u'color': (117, 123), u'system_memory': (90, 94), u'system_memory_type': (85, 89), u'processor_name': (46, 48), u'processor_brand': (95, 100), u'type': (33, 39)}",,Silver,,,,,,,,,,,,Windows,,,,Intel,8th Gen,Core i5,,,,,20 GB,,8 GB,DDR4,Laptop,,
9453285,laptop,"Lenovo ThinkPad E480 14-inch Laptop (Core i3-8130U/4GB/500GB/DOS/Integrated Graphics), Black","{u'color': (87, 92), u'processor_name': (42, 44), u'system_memory': (51, 54), u'operating_system': (61, 64), u'type': (29, 35)}",,Black,,,,,,,,,,,,Free DOS,,,,Intel,,Core i3,,,,,,,4 GB,DDR4,Laptop,,
101371542,laptop,"ASUS X505 ( Ryzen 3 Dual Core /4 GB/1TB / 15.6"" FHD/ Windows 10 ) Thin & Light Laptop X505ZA- EJ492T ( Icicle Gold /1.6 kg)","{u'color': (110, 114), u'processor_name': (12, 29), u'system_memory': (31, 35), u'operating_system': (53, 60), u'type': (79, 85)}",,Gold,,,,,,,,,,,,Windows 10,,,,AMD,,Ryzen 3,,,,,,,4 GB,DDR4,Laptop,,
7749378,laptop,"Acer Aspire ES 15 15.6-inch Laptop (E1-7010/4GB/1TB/Linux/Integrated Graphics), Midnight Black","{u'color': (89, 94), u'system_memory': (44, 47), u'operating_system': (52, 57), u'type': (28, 34)}",,Black,,,,,,,,,,,,Linux,,,,AMD,,,,,,,,,4 GB,DDR3,Laptop,,
7965789,laptop,"Dell Inspiron 5559 15.6-inch Laptop (Core-i5-6200u/4GB/1TB/Windows 10), Silver","{u'color': (72, 78), u'processor_name': (42, 44), u'system_memory': (51, 54), u'operating_system': (59, 66), u'type': (29, 35)}",,Silver,,,,,,,,,,,,Windows 10,,,,Intel,,Core i5,,,,,,,4 GB,,Laptop,,
105398292,laptop,"Acer Aspire 3 Thin A315-54K 7th Generation Corei3-7020U 4GB,1TB+16GB Optane Windows 10 15.6"" Laptop","{u'system_memory': (64, 68), u'operating_system': (76, 83), u'type': (93, 99)}",,,,,,,,,,,,,,Windows 10,,,,Intel (extracted from unorganised specs),,Core i3 (extracted from unorganised specs),,,,,,,4 GB,DDR3 (extracted from unorganised specs),Laptop,,
7880730,laptop,"Acer 2018 R11 11.6-inch Convertible HD IPS Touchscreen Chromebook Laptop with (Intel Celeron Dual Core up to 2.48GHz, 4GB RAM, 16GB SSD, 802.11ac, Bluetooth, HDMI, USB 3.0, Webcam, Chrome OS)","{u'processor_name': (85, 102), u'processor_brand': (79, 84), u'system_memory': (127, 131), u'operating_system': (181, 190), u'type': (36, 38)}",,White (extracted from unorganised specs),,,,,,,,,,,,Chrome OS,,,,Intel,,Intel Celeron,,,,,,,4 GB,,SSD,,
131219554,laptop,HP 240 G7 Notebook PC 14 inch Business Laptop (Intel® CORE™ i3-7100U with Intel® UHD Graphics 620 | 4GB RAM |1TB HDD | FreeDOS 2.0) - Black,"{u'color': (134, 139), u'system_memory': (100, 103), u'storage_type': (113, 116), u'processor_name': (60, 62), u'processor_brand': (47, 52), u'type': (19, 21)}",,Black,,,,,,,,,,,,,,,,Intel,,Core i3,,,,,,HDD,4 GB,DDR4 (extracted from unorganised specs),UHD,,
141297917,laptop,Dell Vostro 15 3590 15.6-inch FHD Laptop (10th Gen Core i3/4GB/1TB HDD/Windows 10 + MS Office/Intel HD Graphics/Black),"{u'operating_system': (71, 78), u'processor_generation': (42, 50), u'color': (112, 117), u'system_memory': (59, 62), u'storage_type': (67, 70), u'processor_name': (56, 58), u'processor_brand': (94, 99), u'type': (87, 93)}",,Black,,,,,,,,,,,,Windows 10,,,,Intel,10th Gen,Core i3,,,,,,HDD,4 GB,,Office,,
70402427,laptop,"Dell Inspiron 5570 15.6-inch FHD Laptop (8th Gen i5-8250U/8GB/1TB/Windows 10 with Ms Office Home & Student 2016/Integrated Graphics), Silver","{u'operating_system': (66, 73), u'processor_generation': (41, 48), u'color': (134, 140), u'system_memory': (58, 61), u'processor_name': (49, 51), u'type': (85, 91)}",,Silver,,,,,,,,,,,,Windows 10,,,,Intel,8th Gen,Core i5,,,,,,,8 GB,DDR4,Office,,
70402499,laptop,Acer E5-575 (Intel Core i3-7100U (7th Gen) /4GB / 1TB / DVDRW / DOS) Obsidian Black,"{u'operating_system': (64, 67), u'processor_generation': (34, 41), u'color': (78, 83), u'system_memory': (44, 47), u'processor_name': (24, 26), u'processor_brand': (13, 18)}",,Black,,,,,,,,,,,,Linux,,,,Intel,7th Gen,Core i3,,,,,,,4 GB,DDR3,HDD (extracted from unorganised specs),,
7356889,laptop,"HP OMEN 15-ax252TX 15.6-inch Laptop (7th Gen Core i7-7700 HQ ,2.8 GHz, TurboBoost 2.0 up to 3.8 GHz/8GB/1TB/win 10, 4GB Graphics)","{u'processor_name': (45, 52), u'system_memory': (116, 119), u'type': (29, 35), u'processor_generation': (37, 44)}",,,,,,,,,,,,,,Windows 10,,,,Intel,7th Gen,Core i7,,,,,,,8 GB,DDR4,Laptop,,
96879137,laptop,Dell Latitude 7480/i5-7300U/256GB SSD/8GB/Windows 10 Pro/14 Inch FHD (1920x1080) Anti-Glare Non-Touch Display,"{u'processor_name': (19, 21), u'system_memory': (38, 41), u'operating_system': (42, 49), u'type': (34, 37)}",,,,,,,,,,,,,,Windows 10,,,,Intel,,Core i5,,,,,,,8 GB,DDR4,SSD,,
80888456,laptop,"AVITA LIBER NS13A2IN245P 13.3-inch Laptop (8th Gen Core i7-8550U/8GB/256GB SSD/Window 10 Home/Integrated Graphics), Ornament on Gold","{u'color': (128, 132), u'processor_name': (51, 58), u'system_memory': (65, 68), u'type': (75, 78), u'processor_generation': (43, 50)}",,Gold,,,,,,,,,,,,,,,,Intel,8th Gen,Core i7,,,,,,,8 GB,DDR4,SSD,,
132909857,laptop,"Lenovo 2019 Thinkpad T480 14"" Full HD FHD Business Laptop (Intel 8th Gen Quad-Core i5-8250U, 8GB DDR4 RAM, 256GB PCIe M.2 SSD) Backlit, Thunderbolt 3 Type-C, WiFi, Windows 10 Pro - Black  --  t480|i5-8250u","{u'operating_system': (164, 171), u'processor_generation': (65, 72), u'color': (181, 186), u'system_memory': (93, 96), u'system_memory_type': (97, 101), u'processor_name': (83, 85), u'processor_brand': (59, 64), u'type': (35, 37)}",,Black,,,,,,,,,,,,Windows 10,,,,Intel,8th Gen,Core i5,,,,,,,8 GB,DDR4,SSD,,
80888586,laptop,"AVITA LIBER NS13A2IN288P 13.3-inch Laptop (8th Gen Core i7-8550U/8GB/256GB SSD/Window 10 Home/Integrated Graphics), Snow Flakes","{u'processor_name': (51, 58), u'system_memory': (65, 68), u'type': (75, 78), u'processor_generation': (43, 50)}",,,,,,,,,,,,,,,,,,Intel,8th Gen,Core i7,,,,,,,8 GB,DDR4,SSD,,
80888648,laptop,"AVITA LIBER NS14A2IN199P 14-inch Laptop (8th Gen Core i5-8250U/8GB/256GB SSD/Window 10 Home/Integrated Graphics), Champange Gold","{u'color': (124, 128), u'processor_name': (54, 56), u'system_memory': (63, 66), u'type': (73, 76), u'processor_generation': (41, 48)}",,Gold,,,,,,,,,,,,,,,,Intel,8th Gen,Core i5,,,,,,,8 GB,DDR4,Wireless,,
80743234,laptop,"AVITA LIBER NS14A2IN219P 14-inch Laptop (8th Gen Core i5-8250U/8GB/512GB SSD/Window 10 Home/Integrated Graphics), Cherry Blossom Pink","{u'color': (129, 133), u'processor_name': (54, 56), u'system_memory': (63, 66), u'type': (73, 76), u'processor_generation': (41, 48)}",,Pink,,,,,,,,,,,,,,,,Intel,8th Gen,Core i5,,,,,,,8 GB,DDR4,SSD,,
71189469,laptop,"Microsoft Surface Laptop 2 (Intel Core i7, 16GB RAM, 512 GB) Newest Version, 13.5"" (DAL-00092)","{u'processor_name': (34, 41), u'ssd_capacity': (53, 59), u'system_memory': (43, 47), u'type': (18, 24), u'processor_brand': (28, 33)}",,,,,,,,,,,,,,Windows 10,,,,Intel,,Core i7,,,,,512 GB,,16 GB,,Laptop,,
70403171,laptop,"AVITA LIBER NS13A1IN004P 13.3-inch FHD Ultra Slim & Light (Core i5-7th Gen/8GB/256GB SSD/Windows 10 Home/Integrated Graphics/1.37 kg), Champange Gold","{u'operating_system': (89, 96), u'processor_generation': (67, 74), u'color': (145, 149), u'system_memory': (75, 78), u'processor_name': (64, 66), u'type': (85, 88)}",,Gold,,,,,,,,,,,,Windows 10,,,,Intel,7th Gen,Core i5,,,,,,,8 GB,DDR3,Wireless,,
70403178,laptop,"AVITA LIBER NS13A1IN010P 13.3-inch FHD Ultra Slim & Light (Core i5-7th Gen/8GB/256GB SSD/Windows 10 Home/Integrated Graphics/1.37 kg), Sunrise Orange","{u'operating_system': (89, 96), u'processor_generation': (67, 74), u'color': (143, 149), u'system_memory': (75, 78), u'processor_name': (64, 66), u'type': (85, 88)}",,Orange,,,,,,,,,,,,Windows 10,,,,Intel,7th Gen,Core i5,,,,,,,8 GB,DDR3,Wireless,,
70403201,laptop,"AVITA LIBER NS13A1IN001P 13.3-inch FHD Ultra Slim & Light (Core i5-7th Gen/8GB/256GB SSD/Windows 10 Home/Integrated Graphics/1.37 kg), Shamrock Green","{u'operating_system': (89, 96), u'processor_generation': (67, 74), u'color': (144, 149), u'system_memory': (75, 78), u'processor_name': (64, 66), u'type': (85, 88)}",,Green,,,,,,,,,,,,Windows 10,,,,Intel,7th Gen,Core i5,,,,,,,8 GB,DDR3,Wireless,,
7529395,laptop,Lenovo IdeaPad 520-15IKB 80YL00R6IN 15.6-Inch Laptop (7th Gen Core i5-7200U/8GB/2TB/Windows 10/4GB Graphics),"{u'processor_name': (67, 69), u'system_memory': (95, 98), u'operating_system': (84, 91), u'type': (46, 52), u'processor_generation': (54, 61)}",,,,,,,,,,,,,,Windows 10,,,,Intel,7th Gen,Core i5,,,,,,,8 GB,DDR4,Laptop,,
105406729,laptop,HP 240 G7 Notebook 14 Core i3 7th gen 14-inch Thin and Light Laptop 4GB /1TB HDD/Windows 5UE07PA,"{u'operating_system': (81, 88), u'processor_generation': (30, 37), u'system_memory': (68, 71), u'storage_type': (77, 80), u'processor_name': (27, 29), u'type': (46, 67)}",,,,,,,,,,,,,,Windows,,,,Intel,7th Gen,Core i3,,,,,,HDD,4 GB,DDR SDRAM,Thin and Light Laptop,,
70414689,laptop,Dell Latitude 5290 2 in 1 / core i5 8250u / 8GB / 512GB SSD / 12.3inch Display / win10pro / Detachable Keyboard /3 Year ADP,"{u'processor_name': (33, 35), u'system_memory': (44, 47), u'type': (56, 59)}",,,,,,,,,,,,,,Windows 10,,,,Intel,,Core i5,,,,,,,8 GB,DDR3,SSD,,
7976587,laptop,"Dell Inspiron 5559 15.6-inch Laptop (Core i7-6500u/16GB/2TB/Windows 10), Silver","{u'color': (73, 79), u'processor_name': (37, 44), u'system_memory': (51, 55), u'operating_system': (60, 67), u'type': (29, 35)}",,Silver,,,,,,,,,,,,Windows 10,,,,Intel,,Core i7,,,,,,,16 GB,,Laptop,,
11601941,laptop,"ASUS VivoBooK Intel Core i3 7th Gen 14-inch Thin and Light Laptop (4GB/1TB HDD/Windows 10/Stary Gray/1.55 Kg), X407UA-BV345T  --  i3 7th gen + 4gb ram + 1tb hdd","{u'operating_system': (79, 86), u'processor_generation': (28, 35), u'color': (96, 100), u'system_memory': (67, 70), u'storage_type': (75, 78), u'processor_name': (25, 27), u'processor_brand': (14, 19), u'type': (44, 65)}",,Gray,,,,,,,,,,,,Windows 10,,,,Intel,7th Gen,Core i3,,,,,,HDD,4 GB,DDR4,Wireless,,
122885883,laptop,Dell Inspiron 3493 14-inch FHD Thin & Light Laptop (10th Gen Ci5-1035G1/8GB/1TB HDD/Windows 10 + MS Office/Intel HD Graphics/Silver) No Bag,"{u'operating_system': (84, 91), u'processor_generation': (52, 60), u'color': (125, 131), u'system_memory': (72, 75), u'storage_type': (80, 83), u'processor_brand': (107, 112), u'type': (100, 106)}",,Silver,,,,,,,,,,,,Windows 10,,,,Intel,10th Gen,Core i5,,,,,,HDD,8 GB,DDR4,Office,,
80889790,laptop,"ASUS VivoBook 15 X510UN-EJ461T Intel Core i5 8th Gen 15.6-inch FHD Thin and Light Laptop (8GB RAM/1TB HDD + 256GB SSD/Windows 10/2GB NVIDIA GeForce MX150 Graphics/FP Reader/Backlit KB/1.70 Kg), Gold  --  8gb ram | 1tb hdd + 256gb ssd | nvidai mx150 gpu","{u'operating_system': (118, 125), u'processor_generation': (45, 52), u'color': (194, 198), u'system_memory': (129, 132), u'storage_type': (102, 105), u'processor_name': (31, 44), u'processor_brand': (133, 139), u'type': (114, 117)}",,Gold,,,,,,,,,,,,Windows 10,,,,Intel,8th Gen,Core i5,,,,,,HDD,8 GB,,Thin and Light Laptop,,
20334569,laptop,Electrodose Jumper EZbook 3LPro Laptop Apollo N3450 14.1 inch 6GB DDR3L 64GB eMMC and SSD 19201080 (Silver),"{u'color': (100, 106), u'system_memory': (62, 65), u'type': (86, 89)}",,Silver,,,,,,,,,,,,,,,,,,,,,,,,,6 GB,DDR3,SSD,,
28548943,laptop,"Lenovo Yoga 300 80M0007KIN 11.6-inch Laptop (Pentium Quad Core N3540/4GB/500GB/Windows 10/Integrated Graphics), Black","{u'color': (112, 117), u'processor_name': (45, 62), u'system_memory': (69, 72), u'operating_system': (79, 86), u'type': (37, 43)}",,Black,,,,,,,,,,,,Windows 10,,,,Intel,,Intel Pentium,,,,,,,4 GB,,Laptop,,
100982528,laptop,"LG Gram 14Z990 2019 14.0-inch Laptop (Core i5-8265U/8GB/256GB SSD/Windows 10 64-bit/Intel UHD 620 Graphics), Dark Silver  --  14 "" 995 grams","{u'operating_system': (66, 73), u'color': (114, 120), u'system_memory': (52, 55), u'processor_name': (43, 45), u'processor_brand': (84, 89), u'type': (62, 65)}",,Silver,,,,,,,,,,,,Windows 10,,,,Intel,,Core i5,,,,,,,8 GB,DDR4,Wireless,,
131090739,laptop,"Life Digital ZED Zed Air X2 Black 13.3-inch Laptop (Atom/4GB/64GB SSD/Windows 10 Home/Integrated Graphics), Black","{u'color': (28, 33), u'processor_name': (52, 56), u'system_memory': (57, 60), u'operating_system': (70, 77), u'type': (66, 69)}",,Black,,,,,,,,,,,,Windows 10,,,,Intel,,Atom,,,,,,,4 GB,DDR3,SSD,,
131090891,laptop,"Dell Inspiron 3595 15.6-inch HD Laptop (A9-9425/4GB/1TB HDD/Windows 10 + Microsoft Office/Radeon R5 Integrated Graphics), Silver + Free Headset with Mic  --  laptop + free headset","{u'color': (122, 128), u'system_memory': (48, 51), u'operating_system': (60, 67), u'type': (83, 89), u'storage_type': (56, 59)}",,Silver,,,,,,,,,,,,Windows 10,,,,AMD,,,,,,,,HDD,4 GB,DDR4,Office,,
7621260,laptop,Lenovo IP 320S 80X400FUIH 14-inch Laptop (i3-7130U/4GB/1TB/Windows 10 Home Premium/ 64 Bit Integrated Graphics),"{u'processor_name': (42, 44), u'system_memory': (51, 54), u'os_architecture': (84, 90), u'type': (34, 40), u'operating_system': (59, 66)}",,Grey,,,,,,,,,,,,Windows 10,64 bit,,,Intel,,Core i3,,,,,,,4 GB,DDR4,Laptop,,
103134268,laptop,"HP Spectre x360 13-ap0122TU 2019 13.3-inch Full HD Laptop (8th Gen Intel Core i7-8565U/16GB/512GB SSD/Win 10 Pro/MS Office/Intel UHD Graphics 620), Poseidon Blue  --  i7+16 gb + 512gb ssd","{u'ssd_capacity': (170, 175), u'processor_generation': (59, 66), u'color': (157, 161), u'system_memory': (87, 91), u'processor_name': (73, 80), u'processor_brand': (67, 72), u'type': (116, 122)}",,Blue,,,,,,,,,,,,Windows 10,,,,Intel,8th Gen,Core i7,,,,,16 GB,,16 GB,DDR4,UHD,,
80866490,laptop,"ASUS Chromebook C300SA 13.3 Inch (Intel Celeron, 4GB, 16GB eMMC, Light Blue)","{u'color': (65, 75), u'processor_brand': (34, 39), u'processor_name': (40, 47), u'type': (5, 15), u'system_memory': (54, 58)}",,Light Blue,,,,,,,,,,,,Chrome OS,,,,Intel,,Intel Celeron,,,,,,,4 GB,,Chromebook,,
80743649,laptop,"AVITA LIBER NS14A2IN257P 14-inch Laptop (8th Gen Core i7-8550U/8GB/512GB SSD/Window 10 Home/Integrated Graphics), Cherry Blossom Pink","{u'color': (129, 133), u'processor_name': (49, 56), u'system_memory': (63, 66), u'type': (73, 76), u'processor_generation': (41, 48)}",,Pink,,,,,,,,,,,,,,,,Intel,8th Gen,Core i7,,,,,,,8 GB,DDR4,SSD,,
105401723,laptop,"Lenovo Ideapad 330 Intel Celeron 3867U 15.6 inch HD Laptop ( 4GB RAM / 1 TB HDD / Windows 10 Home / Onyx Black / 2.2Kg), 81DE02YMIN","{u'ssd_capacity': (71, 75), u'operating_system': (82, 89), u'color': (105, 110), u'system_memory': (61, 64), u'storage_type': (76, 79), u'processor_name': (25, 32), u'processor_brand': (19, 24), u'type': (49, 51)}",,Black,,,,,,,,,,,,Windows 10,,,,Intel,,Intel Celeron,,,,,1 TB,HDD,4 GB,DDR4,Wireless,,
7627361,laptop,"Microsoft Surface Book 2 Intel Core i7 8th Gen 13.5 inch Touchscreen 2-in-1 Laptop (16GB/512GB/Windows 10 Pro/Integrated Graphics/Platinum/1.642kg), HNL-00022","{u'operating_system': (95, 102), u'processor_generation': (39, 46), u'system_memory': (84, 88), u'processor_name': (31, 38), u'processor_brand': (25, 30), u'type': (76, 82)}",,Silver (extracted from unorganised specs),,,,,,,,,,,,Windows 10,,,,Intel,8th Gen,Core i7,,,,,,,16 GB,,Laptop,,
124145318,laptop,"DELL Inspiron 7391 13.3-inch Laptop (10th Gen Core i5-10210U/8GB/512GB SSD/Windows 10/Intel HD Graphics), Black","{u'operating_system': (75, 82), u'processor_generation': (37, 45), u'color': (106, 111), u'system_memory': (61, 64), u'processor_name': (51, 53), u'processor_brand': (86, 91), u'type': (92, 94)}",,Black,,,,,,,,,,,,Windows 10,,,,Intel,10th Gen,Core i5,,,,,,,8 GB,DDR4,SSD,,
103829216,laptop,"Lenovo Ideapad 330 Intel Core i3 7th Gen 15.6-inch Full HD Laptop (4GB RAM/1 TB HDD/Windows 10 Home/MS Office H&S 2016/Onyx Black/2.2 kg/with DVD Drive), 81DC00NDIN  --  onyx black + office home & student 2016","{u'ssd_capacity': (75, 79), u'operating_system': (84, 91), u'processor_generation': (33, 40), u'color': (124, 129), u'system_memory': (67, 70), u'storage_type': (80, 83), u'processor_name': (30, 32), u'processor_brand': (19, 24), u'type': (103, 109)}",,Black,,,,,,,,,,,,Windows 10,,,,Intel,7th Gen,Core i3,,,,,1 TB,HDD,4 GB,DDR4,Wireless,,
103829228,laptop,"Lenovo Ideapad 330 Intel Core I3 7th Gen 15.6-inch FHD Laptop ( 4GB / 1 TB HDD / Windows 10 / Microsoft Office 2019/with DVD Drive/ Platinum Grey / 2.2 kg ), 81DE025SIN  --  platinum gray + office home & student 2019","{u'ssd_capacity': (70, 74), u'operating_system': (81, 88), u'processor_generation': (33, 40), u'color': (141, 145), u'system_memory': (64, 67), u'storage_type': (75, 78), u'processor_name': (30, 32), u'processor_brand': (19, 24), u'type': (104, 110)}",,Gray,,,,,,,,,,,,Windows 10,,,,Intel,7th Gen,Core i3,,,,,1 TB,HDD,4 GB,DDR4,Wireless,,
7753469,laptop,"HP Pavilion x360 Intel Core i7 8th Gen 14-inch Touchscreen 2-in-1 FHD Thin and Light Laptop (12GB/512GB SSD/Windows 10 Home/MS Office/4GB Graphics/Mineral Silver/1.59 kg), cd0056TX","{u'operating_system': (108, 115), u'processor_generation': (31, 38), u'color': (155, 161), u'system_memory': (134, 137), u'processor_name': (23, 30), u'processor_brand': (17, 22), u'type': (127, 133)}",,Silver,,,,,,,,,,,,Windows 10,,,,Intel,8th Gen,Core i7,,,,,,,4 GB,DDR4,Thin and Light Laptop,,
7627431,laptop,"Microsoft Surface Book 2 Intel Core i7 8th Gen 15 inch Touchscreen 2-in-1 Laptop (16GB/256GB/Windows 10 Pro/Integrated Graphics/Platinum/1.642kg), HNR-00029  --  silver - 8th gen intel core i7","{u'operating_system': (93, 100), u'processor_generation': (39, 46), u'color': (162, 168), u'system_memory': (82, 86), u'processor_name': (31, 38), u'processor_brand': (25, 30), u'type': (74, 80)}",,Silver,,,,,,,,,,,,Windows 10,,,,Intel,8th Gen,Core i5,,,,,,,16 GB,,Laptop,,
96751784,laptop,"HP ProBook x360 440 G1 Notebook PC 2019 14-inch Laptop (8th Gen Core i7 8550U/8GB/512GB SSD/Windows 10 Pro 64 bit/Integrated Graphics), Silver","{u'operating_system': (92, 99), u'processor_generation': (56, 63), u'color': (136, 142), u'system_memory': (78, 81), u'os_architecture': (107, 113), u'processor_name': (64, 71), u'type': (32, 34)}",,Silver,,,,,,,,,,,,Windows 10,64 bit,,,Intel,8th Gen,Core i7,,,,,,,8 GB,DDR4,SSD,,
31871513,laptop,"Lenovo Ideapad 330 Intel Core i3 7th Gen 14-inch HD Laptop (4GB RAM/1TB HDD/ DOS/ Onyx Black/2.1kg/with ODD), 81G20064IH  --  core i3 7th gen processor","{u'operating_system': (77, 80), u'processor_generation': (33, 40), u'color': (87, 92), u'system_memory': (60, 63), u'storage_type': (72, 75), u'processor_name': (30, 32), u'processor_brand': (19, 24), u'type': (49, 51)}",,Black,,,,,,,,,,,,Free DOS,,,,Intel,7th Gen,Core i3,,,,,,HDD,4 GB,DDR4,Wireless,,
