product_id,product_name,product_type,operating_system,processor_brand,processor_name,dedicated_graphic_memory_capacity,system_memory,system_memory_type,description,attrs_indexes_dict,overlaps
94223069,HP 348 G3 Notebook PC 14 inch Business Laptop (Intel® Core™ i3-6006U Processor with Intel® HD Graphics 520 | 4GB RAM | 1TB HDD | Windows 10 Pro 64) - Silver,laptop,Windows 10,Intel,Core i3,,4 GB,DDR4,,"{u'processor_name': (60, 62), u'processor_brand': (47, 52), u'system_memory': (109, 112), u'operating_system': (129, 136)}",[]
105406780,"HP 15 Core i3 7th Gen-7100u (4GB/1TB HDD/Free DOS), 2.1kg Sparkling Black - 15q-BU037TU",laptop,Free DOS,Intel,Core i3,,4 GB,DDR4,"; ; HP 15 Core i3 7th Gen-7100u (4GB/1TB HDD/Free DOS 2.0), 1.86kg - 15q-BU037TU;","{u'processor_name': (11, 13), u'system_memory': (29, 32), u'operating_system': (46, 49)}",[]
33645968,"Lenovo Ideapad 330 Intel Core i3 7th Gen 15.6-inch Full HD Laptop (4GB RAM/1 TB HDD/Windows 10 Home/MS Office 2016/Onyx Black/2.2 kg/with DVD Drive), 81DE01PNIN  --  15.6-inch onyx black",laptop,Windows 10,Intel,Core i3,2 GB,4 GB,DDR4,"; Style name:; 15.6-inch Onyx Black; ; ; ; Sometimes it’s best to keep things simple. Stacked with premium Intel processing and discrete graphics options, the Idea Pad 330 is as powerful as it is easy to use. Available in a range of sophisticated colors, it’s safe, durable, and ready for today’s tasks - and tomorrow’s. A laptop isn’t just a piece of electronics - it’s also an investment. That’s why we designed the Idea Pad 330 with a special protective finish to guard against wear and tear, as well as rubber detailing on the bottom to maximize ventilation and extend component life. You’ll experience lightning-fast responsiveness and reliable performance. Store thousands of videos, photos and files in your laptop locally. We are committed to providing an uncluttered desktop and a safer PC experience out of the box.;","{u'processor_name': (30, 32), u'processor_brand': (19, 24), u'system_memory': (67, 70), u'operating_system': (84, 91)}",[]
71197077,"ASUS ZenBook UX430UN UltraBook Laptop: 14"" Matte NanoEdge FHD (1920x1080), 8th Gen Intel Core i7-8550U, 512GB SSD, 16GB RAM, NVIDIA MX150 Graphics, Backlit Keyboard, Fingerprint Reader, Windows 10",laptop,Windows 10,Intel,Core i7,2 GB,16 GB,SDRAM,"; ; Screen Size14 inches Screen Resolution1920x1080 Max Screen Resolution1920 x 1080 Processor1.8 GHz Intel Core i7 RAM16 GB LPDDR3 Hard Drive512 GB SSD Graphics CoprocessorNVIDIA GeForce MX150 Chipset BrandNVIDIA Card DescriptionDedicated Wireless Type802.11bgn, 802.11.ac, Bluetooth Number of USB 2.0 Ports1 Brand NameAsus SeriesASUS ZenBook Item model numberASUS ZenBook UX430UN UltraBook Hardware PlatformPC Operating SystemWindows 10 Item Weight2.76 pounds Product Dimensions8.9 x 12.8 x 0.6 inches Item Dimensions L x W x H8.86 x 12.76 x 0.63 inches ColorDark Gray Processor BrandIntel Processor Count2 Computer Memory TypeDDR3 SDRAM Flash Memory Size512 GB Hard Drive InterfaceSolid State Power SourceAC & Battery Batteries1 Lithium Polymer batteries required.;","{u'processor_name': (89, 96), u'processor_brand': (125, 131), u'system_memory': (116, 119), u'operating_system': (186, 193), u'dedicated_graphic_memory_capacity': (106, 109)}",[]
90595949,"HP 348 G3 PN : 1AA09PA Laptop (Win 10 Pro, i3, 6th Gen, 4GB, 1TB) with ADP",laptop,Windows 10,Intel,Core i3,,4 GB,DDR4,"; ; HP 348 G3 1AA09PA is a Windows 10 Pro laptop from HP with the Model ID 1AA09PA. It comes with Intel Core i3 6th Gen processor Variant 6006U with Clock Speed of 2GHz and is supported by 4GB DDR4 RAM. The Graphic Memory is of RAM via Intel HD 520 Graphic Processor. HP 348 G3 1AA09PA has Hard Disk Drive of 1TB SATA with 7200 RPM. Optical Drive available in this laptop. HP 348 G3 1AA09PA Display and Dimensions: HP 348 G3 1AA09PA comes with a 14 inches Anti Glare, Backlit, Diagonal, HD, LED screen with 1366 x 768 pixels resolution. It weighs 2kg and its dimensions are 345.4 x 241.5 x 23.9 mm. Connectivity options, Speakers and Battery in HP 15-BU008TX: HP 348 G3 1AA09PA has USB Port including USB 3.0 x 4. HDMI Port and VGA Port also are available. The Speakers / Sound system in the laptop has Dual. There is a 4 Cell. The laptop comes with 1 Year Onsite Warranty.;","{u'processor_name': (43, 45), u'system_memory': (56, 59)}",[]
120153587,"Vostro 14 3478 core i5 8th Generation 14"" Laptop (4GB RAM/480GB SSD/DOS/Non Graphic)",laptop,Free DOS,,Core i5,,4 GB,,"; ; Dell Vostro 14 3478 core i5 8th Generation 14"" Laptop (4GB RAM/480GB SSD/DOS/Non Graphic);","{u'processor_name': (20, 22), u'system_memory': (50, 53), u'operating_system': (68, 71)}",[]
112092109,"HP 15 di0002TU 15.6-inch Laptop (7th Gen i3-7020U/4GB/1TB HDD/Windows 10/Intel UHD 620 Graphics), Jet Black",laptop,Windows 10,Intel,Core i3,,4 GB,DDR SDRAM,"; ; Designed for long-lasting performance this HP 15 inch laptop lets you speed through tasks and stay connected all day, with an Intel processor and a rich display.;","{u'processor_name': (41, 43), u'processor_brand': (73, 78), u'system_memory': (50, 53), u'operating_system': (62, 69)}",[]
71110840,"Lenovo Yoga c930 Glass Intel Core i7 8th Gen 13.9-inch Ultra HD 2-in-1 Touchscreen Laptop (16GB RAM/512GB SSD/Windows 10 Pro/Iron Grey/1.4kg), 81EQ0014IN",laptop,Windows 10,Intel,Core i7,,16 GB,DDR4,"; ; Crafted from premium aluminium, the special edition Yoga C930 Glass features a unique glass cover and innovative features built directly into a lightweight chassis. Every component of this stylish 2-in-1 is engineered for a better user experience: Enjoy immersive entertainment with the Dolby Atmos Speaker System encased in a 360-degree hinge, charge a digital pen inside the Yoga C930 Glass itself and more discover yoga. Combine up to 4K clarity with the ultra vivid imaging of Dolby Vision HDR. Experience brighter bright, blacker blacks and colors never before seen on standard displays the true red of an English double-decker bus or the sharp blue of a summer sky.;","{u'processor_name': (29, 36), u'processor_brand': (23, 28), u'system_memory': (92, 95), u'operating_system': (110, 117), u'dedicated_graphic_memory_capacity': (102, 105)}",[]
80945251,HP 348 G4 Notebook PC 14 inch Business Laptop ( Intel® Core™ i3-7020U Processor with Intel® HD Graphics 620 | 4GB RAM | 1TB HDD | Windows 10 Pro 64 ) – Black,laptop,Windows 10,Intel,Core i3,4 GB,4 GB,DDR4,"; ; INTEL CORE I3 PROCESSORS; ; (Latest 8th, 7th, 6th generation products) Experience powerful performance and seamless computing for your everyday tasks. That includes improved productivity, smooth streaming, and brilliant HD entertainment with immersive, full-screen 4K and 360-degree viewing.; ; WINDOWS 10 PRO MEANS BUSINESS.; ; Windows 10 Pro devices provide you the powerful essentials you need for your business PCs - more security features, enhanced control, and robust and innovative devices – and help stretch your resources to get more done.; ; BUILT FOR BUSINESS; ; HP Business laptops and desktops are built for security and collaboration. With Military Grade (Mil) Specs and the latest security, it's the Business device your business needs.; ; Durable design; ; The HP 348 Notebook is built with durability in mind – inside and out – to meet the needs of professionals on the move.; ; Powerful processing; ; Power through projects with 7th Gen Intel Core processors[2] and optional discrete[3] AMD Radeon graphics with switchable graphics support.[4]; ; Essential security; ; Help protect your PC and your data with optional TPM,[5] an optional HP Fingerprint Reader,[3]and HP Client Security.; ; Cut the cords; ; Connect with colleagues with WLAN[6] and optional Bluetooth[3]at the office or from your favorite hotspot.; ; Bluetooth; ; Bluetooth connection allows you to connect wirelessly to other devices to share and transfer files.; ; Intel Core i3-7020U Processor with Intel HD Graphics 620 (2.3 GHz, 3 MB L3 cache, 2 cores) Windows 10 Pro 64 4 GB DDR4-2133 SDRAM (1 x 4 GB) 1 TB 7200 rpm SATA Intel HD Graphics 620 Starting at 2 kg 35.56 cm(14) diagonal HD SVA eDP anti-glare LED-backlit, 220 cd/m², 67% sRGB (1366 x 768);","{u'processor_name': (61, 63), u'processor_brand': (48, 53), u'system_memory': (110, 113), u'operating_system': (130, 137)}",[]
8021471,"Acer Aspire ES15 15.6-inch Laptop (Intel Pentium Quad Core Processor N4200/4GB/1TB/Linux/Integrated Graphics), Midnight Black",laptop,Linux,Intel,Intel Pentium,,4 GB,DDR3,"Enjoy premium looks without the premium price with the Acer Aspire notebook (Model ES1-533), which features a beautiful exterior.It features a 15.6-inch high-def display giving you ample space for opening multiple windows and digital entertainment. It's powered by intel Pentiuem N4200 processor. Enjoy smooth multitasking and excellent performance with 4GB installed RAM and 1TB HDD with Linux.","{u'processor_name': (41, 58), u'processor_brand': (35, 40), u'system_memory': (75, 78), u'operating_system': (83, 88)}",[]
7759356,Acer Aspire ES1-572 15.6-inch Laptop (Core i3 /4GB/1TB/LINUX) Black,laptop,Linux,Intel,Core i3,,16 GB,DDR4,The Acer Aspire ES1-572 with a 15.6-inch screen is powered by a 6th gen Intel core i3 processor. The machine runs on a 4GB DDR4 RAM and is extendable up to 16 GB.,"{u'processor_name': (43, 45), u'system_memory': (47, 50), u'operating_system': (55, 60)}",[]
32925234,"Lenovo Ideapad 330s Intel Core i3 8th Gen 14-inch Full HD Thin & Light Laptop (4GB RAM/1TB HDD/Windows 10 Home / Platinum Grey /1.6kg), 81F40196IN  --  core i3 8th gen + 1tb hdd with fast charge (52.5wh battery)",laptop,Windows 10,Intel,Core i3,,4 GB,DDR4,"Style name: Core i3 8th Gen + 1TB HDD With Fast Charge (52.5WH Battery); Meet the IdeaPad 330S. Thinner and lighter with narrow bezels for broader viewing, it boasts state-of-the-art processing and accelerated graphics performance. Power through any task with ease. Featuring a streamlined chassis with a polished aluminum cover, the IdeaPad 330S is designed to make an impression. Choose from a range of sophisticated tone-on-tone color options to make it yours. Enjoy powerful, quiet performance in an ultra-thin laptop-the best of all worlds, whether you’re gaming, editing videos and more. With up to seven hours of battery life, the IdeaPad 330S will easily go wherever your day takes you. Leverage the best of Windows 10, with a new update packed with exciting features. The powerfully reimagined Photos app makes it easier and more fun-to tell your story in video: add a soundtrack, use transitions, deploy 3D effects, and more. And sharing is quicker than ever, with intuitive settings that make it easier to instantly connect with the people you care about most. We are committed to providing an uncluttered desktop and a safer PC experience out of the box. Our preload contains just five hand-selected applications designed to increase your productivity. Featuring FHD resolution on a wide-angle display edged with razor thin bezels, the IdeaPad 330S offers the dynamic experience of a portable home theater. With Dolby Audio, the IdeaPad 330S dramatically enhances your entertainment experience. Turn up the volume without distortion you’ll hear every detail. One year onsite warranty provided.","{u'processor_name': (31, 33), u'processor_brand': (20, 25), u'system_memory': (79, 82), u'operating_system': (95, 102)}",[]
7366224,Dell Inspiron 5370 13.3-inch FHD Laptop (Core i7-8550U/8GB/256GB/Windows 10 + MS Office/2GB Graphics/Silver),laptop,Windows 10,Intel,Core i7,2 GB,8 GB,DDR4,"DELL Inspiron 5370, 13.3-inch, 8th Gen Core i7, 8GB RAM, 256GB SSD, 2GB AMD Radeon GDDR5 Graphic, FHD, Windows 10 laptop with Office 2016.","{u'processor_name': (41, 48), u'system_memory': (61, 64), u'operating_system': (65, 72), u'dedicated_graphic_memory_capacity': (88, 91)}",[]
7344447,"LENOVO V310- 80SY03E3IH (15.6-inch Laptop (Core i3-6100U/4GB/1TB/DOS/Integrated Graphics), Black",laptop,Free DOS,Intel,Core i3,,4 GB,DDR3,; LENOVO V310-15ISK 80SY03E3IH LAPTOP ( INTEL CORE I3 - 6TH GENERATION / 6100U 2.3GHz / 4GB DDR4 RAM / 1TB HARDISK / 15.6 HD SCREEN / INTEGRATED INTEL GRAPHIC / WIFI / BLUETOOTH / WEBCAMERA / FINGERPRINT SENSOR / DOS / BLACK. WITH OUT BAG.;,"{u'processor_name': (48, 50), u'system_memory': (57, 60), u'operating_system': (65, 68)}",[]
7497751,"Dell Inspiron T8TJG 13.3-inch Laptop (8th Gen i7-8550U/8GB/Windows 10/Integrated Graphics), Grey",laptop,Windows 10,Intel,Core i7,8 GB,8 GB,DDR3,"; ; Dell 5379 13.3"" i7 8th gen 8gb 256gbssd Core i7-8550U, 256GB SSD, 8GB RAM, Full HD Touch Display, Windows 10;","{u'system_memory': (55, 58), u'operating_system': (59, 66)}",[]
120153776,"(Renewed) Dell 3440 Latitude 14 Inch Screen Laptop (4th Gen Intel Core i3 - 4010U /4 GB/120 GB SSD/Widnows 10 Pro), Black)",laptop,Windows,Intel,Core i3,,4 GB,DDR3,,"{u'processor_name': (71, 73), u'processor_brand': (60, 65), u'system_memory': (83, 87)}",[]
70412615,"HP 15 Core i3 7th Gen 15.6-inch FHD Laptop (4GB/1TB/Windows 10/ MS Office/Integrate Graphics/Sparkling Black, 2.04 kg), 15- da0352tu",laptop,Windows 10,Intel,Core i3,,4 GB,DRAM,"; ; Designed for long-lasting performance, this stylishly designed HP 15"" laptop has a long-lasting battery that keeps you connected, entertained, and productive all day. Speed through tasks, or sit back and socialize – with an Intel processor and a rich display. Do it all, all day. A sleek and stylish design makes this eye-catching laptop easy to take anywhere. With its beautiful brushed keyboard and colour-matched hinge, the smartly designed HP 15"" laptop looks as good as it performs. Stay connected and entertained with a long-lasting HP fast charge battery and visually rich display. Plus, easily store and enjoy your favourite music, movies, and photos with ample storage. A laptop with the power to surf, stream,1 and do so much more with an Intel processor. Plus extensive quality testing ensures that you can keep going and going.;","{u'processor_name': (11, 13), u'system_memory': (44, 47), u'operating_system': (52, 59)}",[]
133195496,"Lenovo Ideapad S145 8th Generation Intel Core i3 15.6 inch FHD Thin and Light Laptop (4GB/1TB/DOS/Grey/1.85Kg), 81VD008PIN  --  i3 8th gen",laptop,Free DOS,Intel,Core i3,4 GB,4 GB,DDR4,"; Colour:; Grey; | Style name:; i3 8th gen; ; ; ; Engineered for long-lasting performance, the IdeaPad S145 gives you powerful Intel / AMD processing in a stylish, light design. Perfect for everyday computing on the go, this durable laptop delivers great audio and comes with a range of fast, secure storage options. With up to 10th Gen Intel Core I7/AMD A-9 processing, the IdeaPad S145 is designed to keep pace with you—no matter the task. It also comes with a range of secure storage options, including a hybrid SSD with hard disc drive, ensuring even faster response times. With a starting weight of just 1.85kg (4.08lbs), the IdeaPad S145 is ideal for when you’re on the go. Its narrow bezel makes for a cleaner design and larger display area. And with a choice of colors in a textured or glossy finish, this very affordable laptop is sure to impress, too. Connectivity: 802.11 AC 1x1 Wi-Fi ; Bluetooth: 4.2V.;","{u'processor_name': (46, 48), u'processor_brand': (35, 40), u'system_memory': (86, 89), u'operating_system': (94, 97)}",[]
128498773,"HP Envy Core i7 10th Gen 13.3-inch FHD Touchscreen 2-in-1 Alexa Built-in Laptop(16GB/512GB SSD+ 32GB Optane/Windows 10/MS Office/Natural Silver/1.17 kg/NVIDIA MX250 2 GB Graphics), 13-aq1020TX",laptop,Windows 10,Intel,Core i7,2 GB,8 GB,DDR4,"; ; Experience peace of mind, no matter where your day takes you. Light, powerful, and with smart security features – the HP ENVY 13 inch Laptop is built to empower life on-the-go.;","{u'processor_name': (8, 15), u'processor_brand': (152, 158), u'system_memory': (81, 84), u'operating_system': (108, 115), u'dedicated_graphic_memory_capacity': (87, 90)}",[]
131557172,"Lenovo ThinkPad P1 Gen 2 20QT0016US 15.6"" Mobile Workstation - 3840 X 2160 - Core i7 i7-9850H - 16 GB RAM - 512 GB SSD - Midnight Black - Windows 10 Pro 64-bit - NVIDIA Quadro T2000 with 4 GB - I",laptop,Windows 10,NVIDIA,Core i7,,4 GB,DDR3,,"{u'processor_name': (77, 84), u'processor_brand': (162, 168), u'system_memory': (97, 101), u'operating_system': (138, 145), u'dedicated_graphic_memory_capacity': (110, 114)}",[]
7541216,Lenovo 80TJ00BNIH 15.6-inch Laptop (a8_7410/8GB/1TB/DOS/Integrated Graphics),laptop,Free DOS,AMD,AMD,,8 GB,DDR3,"The IdeaPad 110 has a number of features to maximize your productivity and comfort. The improved hinge design is more robust and allows for smooth 180-degree action to a flat position. The frameless keyboard allows your fingers to move freely without bumping, and the textured palm rest resists fingerprints and helps keep your hands in place without slipping – perfect for speedy touch-typing.","{u'system_memory': (44, 47), u'operating_system': (52, 55)}",[]
111503175,"Lenovo V130-14IKB 81HQA00VIH 2019 14-inch Laptop (7TH GEN I3-7020U/4GB/1TB/Windows 10 Home SL/Intel HD 620 Graphics), Gray",laptop,Windows 10,Intel,Core i3,,4 GB,DDR4,"; ; The Lenovo V130 14-inch laptop delivers powerful performance in a patterned, textured cover that bespeaks modern style. A simple, clean design features a large, one-piece touchpad and hinges that open 180 degrees—perfect for collaborating. Powerful Intel® technology keeps you working productively, while enhanced security protects your critical data.The Lenovo V130 small-business laptop is highly portable, weighing in at 1.55 kg—yet it features powerful processing.What’s more, with the 30 Whr battery option, rapid-charge technology helps to boost productivity levels—in just 30 minutes, the device charges 50%. Plus, it runs up to 6 hours on a single charge. This laptop is highly secure with Trusted Platform Module, which works in conjunction with Windows 10 Pro Bitlocker to encrypt data and passwords. And the privacy camera shutter ensures the webcam is off when it’s off—no chance of hackers inconspicuously spying.with stereo speakers and Dolby Audio™ no matter what you’re listening to, it's sure to sound as good as it looks.The full-sized, ergonomic keyboard on the V130 was engineered for comfort and typing accuracy. The large touchpad makes it even easier to be productive wherever you are—no mouse required—and the one-piece design looks sleek. This keyboard is also spill-resistant, so you can go about your business without concern for the little mishaps of daily life.We know how important your information is. That's why the V130 features Trusted Platform Module (TPM), which works in conjunction with Windows 10 Pro Bitlocker. Together they encrypt all your data, as well as your passwords. What's more, this laptop has a privacy cover for your webcam—so you’ll never need to worry about being spied on.;","{u'processor_name': (58, 60), u'processor_brand': (94, 99), u'system_memory': (67, 70), u'operating_system': (75, 82)}",[]
120089704,LENOVO E470 20H10052IG 14-inch Laptop (I3 6TH/ 4GB/ 1TB/ DOS),laptop,Free DOS,,Core i3,,4 GB,,; ; Bring home this laptop that comes with loads of exciting features that makes it extremely unique.;,"{u'processor_name': (39, 41), u'system_memory': (47, 50), u'operating_system': (57, 60)}",[]
136735986,"Lenovo Ideapad 330S Intel Core I3 7th Generation 15.6 inch FHD Thin and Light Laptop (4GB/1TB/Windows 10/Office 2019/Platinum Grey/1.87 Kg), 81F501KAIN",laptop,Windows 10,Intel,Core i3,,4 GB,DDR4,"; ; Meet the IdeaPad 330S. Thinner and lighter with narrow bezels for broader viewing, it boasts state-of-the-art processing and accelerated graphics performance. Power through any task with ease. Featuring a streamlined chassis with a polished aluminum cover, the IdeaPad 330S is designed to make an impression. Choose from a range of sophisticated tone-on-tone color options to make it yours. Enjoy powerful, quiet performance in an ultra-thin laptop-the best of all worlds, whether you’re gaming, editing videos and more. With up to seven hours of battery life, the IdeaPad 330S will easily go wherever your day takes you. Leverage the best of Windows 10, with a new update packed with exciting features. The powerfully reimagined Photos app makes it easier and more fun-to tell your story in video: add a soundtrack, use transitions, deploy 3D effects, and more. And sharing is quicker than ever, with intuitive settings that make it easier to instantly connect with the people you care about most. We are committed to providing an uncluttered desktop and a safer PC experience out of the box. Our preload contains just five hand-selected applications designed to increase your productivity. Featuring FHD resolution on a wide-angle display edged with razor thin bezels, the IdeaPad 330S offers the dynamic experience of a portable home theater. With Dolby Audio, the IdeaPad 330S dramatically enhances your entertainment experience. Turn up the volume without distortion you’ll hear every detail. One year onsite warranty provided.;","{u'processor_name': (31, 33), u'processor_brand': (20, 25), u'system_memory': (86, 89), u'operating_system': (94, 101)}",[]
136736124,Lenovo IdeaPad S145 81VD007AIN 15.6-inch FHD AG (7th Gen Intel Core i3-7020U/4GB DDR4 Ram/1TB HDD /Win-10+MS-Office 2019/Integrated Intel HD 620 Graphics/Platinum Grey/1.85Kg) Thin and Light Laptop,laptop,Windows,Intel,Core i3,,4 GB,DDR4,Features 7th Gen Intel Core i3-7020U/4GB DDR4 Ram/1TB HDD /Win-10+MS-Office 2019/Integrated Intel HD 620 Graphics/Platinum Grey/1.85Kg.,"{u'processor_name': (68, 70), u'processor_brand': (57, 62), u'system_memory': (77, 80), u'system_memory_type': (81, 85)}",[]
120154012,"Vostro 14 3478 core i5 8th Generation 14"" Laptop (4GB RAM/240GB SSD/DOS/Non Graphic)",laptop,Free DOS,,Core i5,,4 GB,,"; ; Vostro 14 3478 core i5 8th Generation 14"" Laptop (4GB RAM/240GB SSD/DOS/Non Graphic);","{u'processor_name': (20, 22), u'system_memory': (50, 53), u'operating_system': (68, 71)}",[]
101740010,"HP Spectre 13-ap0154tu 13.3-inch Laptop (8th Gen i7-8565U/16GB/512GB SSD/Windows 10 Pro/Intel UHD Graphics 620 Graphics), Dark Ash Silver",laptop,Windows 10,Intel,Core i7,,16 GB,DDR4,Time is now on your side. With the world’s longest battery life2 in a quad-core convertible you have more of it. Power through your longest days and nights on a dazzling touchscreen.,"{u'processor_brand': (88, 93), u'system_memory': (59, 62), u'operating_system': (73, 80), u'dedicated_graphic_memory_capacity': (65, 68)}",[]
20606500,"Dell Inspiron 15 5570 2018 15.6-inch FHD Laptop (8th Gen Core i5-8250U/4GB + 16GB Optane Memory/2TB/Windows 10 + Ms Office 2016/2 GB Graphics), Silver",laptop,Windows 10,Intel,Core i5,2 GB,16 GB,DDR4,"Dell Inspiron , Thin and Light 5570 Series FHD laptop, 8th Gen core i5 processor with 2 TB Harddisk, equipped with 2 GB AMD Radeon Graphics for great performance","{u'processor_name': (62, 64), u'system_memory': (78, 81), u'operating_system': (100, 107), u'dedicated_graphic_memory_capacity': (128, 132)}",[]
105736122,HP 240 G5 Notebook PC/Core i3 6th-Gen/4 GB DDR4/500 GB HDD/14 Inch Display/Windows 10 SL/1 Year Warranty,laptop,Windows,Intel,Core i3,,4 GB,DDR4,; ; HP 240 G5 is a DOS laptop with a 14.00-inch display that has a resolution of 1366x768 pixels. It is powered by a Core i3 processor and it comes with 4GB of RAM. The HP 240 G5 packs 500GB of HDD storage. Graphics are powered by Intel Integrated.;,"{u'processor_name': (27, 29), u'system_memory_type': (43, 47), u'system_memory': (38, 42), u'operating_system': (75, 82)}",[]
90336893,Dell 3552 Z565160 15.6-inch Laptop (Celeron N3050/4GB/500GB /Windows 10/Integrated Graphics),laptop,Windows 10,Intel,Intel Celeron,,4 GB,DDR3,,"{u'processor_name': (36, 43), u'system_memory': (50, 53), u'operating_system': (61, 68)}",[]
105017023,HP Chromebook x360 14-Inch Thin and Light FHD (i5/8GB/64GB eMMC SSD/Chrome OS/Backlit/Touch/Ceramic White/1.6kg) 14-da0004TU & X3500 Wireless Mouse  --  laptop + wireless mouse - intel i5 + 8gb,laptop,Chrome OS,Intel,Core i5,,8 GB,,"; Style name:; Intel i5 + 8GB; | Pattern name:; Laptop + Wireless Mouse; ; ; ; HP X3500 Wireless Mouse (Black); HP invites you to improve the way you connect and communicate, work and play. Built with strict HP standards and guidelines, this world-class HP Wireless Mouse X3500 effortlessly blends sleek, modern design with life-enhancing, advanced features;","{u'processor_name': (47, 49), u'processor_brand': (179, 184), u'system_memory': (55, 58), u'operating_system': (68, 77)}",[]
134567618,Lenovo IdeaPad 320 8th Gen Core i5 8GB RAM 1TB HDD 15.6” WLED Win 10 Laptop,laptop,Windows 10,Intel,Core i5,,8 GB,DDR4,; ; Screen Size15.6 inches Screen Resolution1366x768 Max Screen Resolution1366 x 768 Processor1.6 GHz Intel Core i5 RAM8 GB DDR SDRAM Hard Drive1 TB mechanical_hard_drive Graphics CoprocessorIntel HD Graphics 620 Chipset Brandintel Card DescriptionIntegrated Wireless Type802.11.ac Brand NameLenovo SeriesLenovo Ideapad Item model numberIdeaPad 320 Hardware PlatformPC Operating SystemWindows 10 Item Weight5.95 pounds Product Dimensions21.1 x 12.8 x 2.3 inches Item Dimensions L x W x H21.1 x 12.8 x 2.3 inches ColorSilver Processor BrandIntel Processor Count4 Computer Memory TypeDDR3 SDRAM Flash Memory Size1 TB Hard Drive InterfaceATA-2 Hard Drive Rotational Speed5400 RPM Batteries1 Lithium ion batteries required.;,"{u'processor_name': (32, 34), u'system_memory': (35, 38)}",[]
101740405,"HP Spectre 13-ak0049tu 13.3-inch Laptop (8th Gen i7-8500Y/16GB/512GB SSD/Windows 10 Pro/Intel UHD Graphics 615 Graphics), Cognac Brown",laptop,Windows 10,Intel,Core i7,,16 GB,DDR3,"Masterful craftsmanship meets bold new design. Crafted from 100 percent leather, this ground-breaking device pushes the boundaries of what you expect from a PC.","{u'processor_brand': (88, 93), u'system_memory': (59, 62), u'operating_system': (73, 80), u'dedicated_graphic_memory_capacity': (65, 68)}",[]
19316056,"ASUS X507 ( Core i3-6th Gen /8 GB/ 1TB HDD / 15.6"" FHD/ Windows 10 ) Thin and Light X507UA- EJ216T ( Icicle Gold /1.68 kg)",laptop,Windows 10,Intel,Core i3,,8 GB,DDR4,"; ; A perfect combination of beauty and performance, the stylish X507 is powered by Intel Core i3 processor with 8GB RAM and 1TB 5400 rpm SATA HDD. With a thin 8.1mm bezel and 75.4 percent screen-to-body ratio, the NanoEdge display on X507 provides you with more screen area for more immersive viewing. X507 features a fingerprint sensor for quick and easy logins with Windows Hello. A quick scan is all it takes to log in. ASUS Sonic Master employs a professional-grade codec to ensure precise audio encoding and decoding and uses amplifiers, large speakers and resonance chambers that are perfectly-suited for your specific device. X507 features a 3x the lifespan of standard lithium-ion batteries. With ASUS fast-charge technology, a low battery can be charged to 60 percent in just 49 minutes.;","{u'processor_name': (17, 19), u'system_memory': (29, 33), u'operating_system': (56, 63)}",[]
70414671,"Lenovo Chromebook C330 2-in-1 Convertible Laptop, 11.6-Inch HD (1366 x 768) IPS Display, MediaTek MT8173C Processor, 4GB LPDDR3, 64 GB eMMC, Chrome OS, 81HY0000US, Blizzard White",laptop,Chrome OS,,,,4 GB,,"Faster, simpler, and more secure, the Lenovo Chromebook C330 brings the latest Chromebook features to you in a sleek, stylish, and durable Blizzard White convertible design. Offering the latest multimedia in high-definition, this convertible Chromebook features a 10-point touchscreen IPS display for easy viewing in tent, tablet, stand, or laptop mode. Never slowing down and always up to date, the Lenovo Chromebook C330 offers the latest in digital security while delivering perfect day-to-day performance via powerful processing with integrated graphics, eMMC storage, and DDR3 memory-all with up to 10 hours of battery life.","{u'system_memory_type': (123, 127), u'system_memory': (117, 120), u'operating_system': (141, 150)}",[]
70414706,Dell Latitude 3490 / 7th Generation Core i3 7020u / 4GB / 1TB / 14 inch / DOS / 1 Year ADP,laptop,Free DOS,Intel,Core i3,,4 GB,DDR4,"; ; Technical Specification Latitude 3490 7th Generation Intel Core - i3 Processor 7020u (Dual Core, 3 m Cache, 2.3GHz,1 5W) Ubuntu 4GB (4GB x 1) DDR4 2400 MHz; slots supporting up to 32GB Integrated with the Processor Intel Rapid Storage Technology Intel HD 620 Graphics 14"" HD (1366 x 766), AG, IPS, eDP, flat, Ultra Slim HDD: 1TB 5400 RPM-free fall sensor on motherboard (standard feature) Dock WD15 (optional) External Options Only Speakers Headset / mic combo jack Noise reducing dual array microphones 3 cell 42 WHr Prismatic, ExpressCharge capable 65W adapter, 4.5mm barrel USB Type C charging 10/100/1000 Ethernet Wireless LAN Options: Qualcomm QCA61x4A 802.11ac Dual Band (2x2) Wi-Fi + Bluetooth 4.1 LE M2 Wireless Card 1 USB 2.0, 1 USB 3.1 Gen1, 1 DisplayPort 1 Power Delivery over USB Type C, HDMI 1.4, VGA, RJ-45, SD 3.0 Memory card reader, Universal Jack global headset jack + mic, noble Wedge Lock slot Width: 13.34"" / 339.0mm Height: 0.82"" / 21.0mm Depth: 9.52"" / 241.9mm Starting weight: 3.79 lbs. / 1.72 kg Regulatory Model: P89G Regulatory Type: P89G001 ENERGY STAR 6.1 EPEAT Gold Registered. For specific country participation and rating, No TAA configurations available Single Pointing Touchpad 1 year ADP .;","{u'processor_name': (41, 43), u'system_memory': (52, 55), u'operating_system': (74, 77)}",[]
